image,report,label
archive/images/images_normalized\3106_IM-1456-1001.dcm.png,real_reports\3106_IM-1456-1001.dcm.txt,0
archive/images/images_normalized\3106_IM-1456-2001.dcm.png,real_reports\3106_IM-1456-2001.dcm.txt,0
archive/images/images_normalized\3108_IM-1457-1001.dcm.png,real_reports\3108_IM-1457-1001.dcm.txt,0
archive/images/images_normalized\3108_IM-1457-12001.dcm.png,real_reports\3108_IM-1457-12001.dcm.txt,0
archive/images/images_normalized\3108_IM-1457-3001.dcm.png,real_reports\3108_IM-1457-3001.dcm.txt,0
archive/images/images_normalized\3109_IM-1458-1001.dcm.png,real_reports\3109_IM-1458-1001.dcm.txt,0
archive/images/images_normalized\3109_IM-1458-2001.dcm.png,real_reports\3109_IM-1458-2001.dcm.txt,0
archive/images/images_normalized\310_IM-1451-0001-0001.dcm.png,real_reports\310_IM-1451-0001-0001.dcm.txt,0
archive/images/images_normalized\310_IM-1451-0001-0002.dcm.png,real_reports\310_IM-1451-0001-0002.dcm.txt,0
archive/images/images_normalized\3110_IM-1460-1001.dcm.png,real_reports\3110_IM-1460-1001.dcm.txt,0
archive/images/images_normalized\3110_IM-1460-1002.dcm.png,real_reports\3110_IM-1460-1002.dcm.txt,0
archive/images/images_normalized\3111_IM-1461-1001.dcm.png,real_reports\3111_IM-1461-1001.dcm.txt,0
archive/images/images_normalized\3111_IM-1461-2001.dcm.png,real_reports\3111_IM-1461-2001.dcm.txt,0
archive/images/images_normalized\3112_IM-1461-1001.dcm.png,real_reports\3112_IM-1461-1001.dcm.txt,0
archive/images/images_normalized\3112_IM-1461-2001.dcm.png,real_reports\3112_IM-1461-2001.dcm.txt,0
archive/images/images_normalized\3113_IM-1462-1001.dcm.png,real_reports\3113_IM-1462-1001.dcm.txt,0
archive/images/images_normalized\3113_IM-1462-2001.dcm.png,real_reports\3113_IM-1462-2001.dcm.txt,0
archive/images/images_normalized\3114_IM-1462-1001.dcm.png,real_reports\3114_IM-1462-1001.dcm.txt,0
archive/images/images_normalized\3114_IM-1462-1003.dcm.png,real_reports\3114_IM-1462-1003.dcm.txt,0
archive/images/images_normalized\3115_IM-1463-1001.dcm.png,real_reports\3115_IM-1463-1001.dcm.txt,0
archive/images/images_normalized\3115_IM-1463-2001.dcm.png,real_reports\3115_IM-1463-2001.dcm.txt,0
archive/images/images_normalized\3116_IM-1464-1001.dcm.png,real_reports\3116_IM-1464-1001.dcm.txt,0
archive/images/images_normalized\3116_IM-1464-2001.dcm.png,real_reports\3116_IM-1464-2001.dcm.txt,0
archive/images/images_normalized\3117_IM-1465-1001.dcm.png,real_reports\3117_IM-1465-1001.dcm.txt,0
archive/images/images_normalized\3117_IM-1465-2001.dcm.png,real_reports\3117_IM-1465-2001.dcm.txt,0
archive/images/images_normalized\3118_IM-1466-1001.dcm.png,real_reports\3118_IM-1466-1001.dcm.txt,0
archive/images/images_normalized\3118_IM-1466-2001.dcm.png,real_reports\3118_IM-1466-2001.dcm.txt,0
archive/images/images_normalized\3119_IM-1466-1001.dcm.png,real_reports\3119_IM-1466-1001.dcm.txt,0
archive/images/images_normalized\3119_IM-1466-2001.dcm.png,real_reports\3119_IM-1466-2001.dcm.txt,0
archive/images/images_normalized\3120_IM-1466-1001.dcm.png,real_reports\3120_IM-1466-1001.dcm.txt,0
archive/images/images_normalized\3120_IM-1466-2001.dcm.png,real_reports\3120_IM-1466-2001.dcm.txt,0
archive/images/images_normalized\3121_IM-1466-1001.dcm.png,real_reports\3121_IM-1466-1001.dcm.txt,0
archive/images/images_normalized\3121_IM-1466-1002.dcm.png,real_reports\3121_IM-1466-1002.dcm.txt,0
archive/images/images_normalized\3122_IM-1467-1001.dcm.png,real_reports\3122_IM-1467-1001.dcm.txt,0
archive/images/images_normalized\3122_IM-1467-2001.dcm.png,real_reports\3122_IM-1467-2001.dcm.txt,0
archive/images/images_normalized\3123_IM-1468-1001.dcm.png,real_reports\3123_IM-1468-1001.dcm.txt,0
archive/images/images_normalized\3123_IM-1468-2001.dcm.png,real_reports\3123_IM-1468-2001.dcm.txt,0
archive/images/images_normalized\3124_IM-1468-1001.dcm.png,real_reports\3124_IM-1468-1001.dcm.txt,0
archive/images/images_normalized\3124_IM-1468-2001.dcm.png,real_reports\3124_IM-1468-2001.dcm.txt,0
archive/images/images_normalized\3125_IM-1469-1001.dcm.png,real_reports\3125_IM-1469-1001.dcm.txt,0
archive/images/images_normalized\3125_IM-1469-2001.dcm.png,real_reports\3125_IM-1469-2001.dcm.txt,0
archive/images/images_normalized\3126_IM-1470-1001.dcm.png,real_reports\3126_IM-1470-1001.dcm.txt,0
archive/images/images_normalized\3126_IM-1470-2001.dcm.png,real_reports\3126_IM-1470-2001.dcm.txt,0
archive/images/images_normalized\3127_IM-1470-1001.dcm.png,real_reports\3127_IM-1470-1001.dcm.txt,0
archive/images/images_normalized\3128_IM-1471-1001.dcm.png,real_reports\3128_IM-1471-1001.dcm.txt,0
archive/images/images_normalized\3128_IM-1471-2001.dcm.png,real_reports\3128_IM-1471-2001.dcm.txt,0
archive/images/images_normalized\3129_IM-1471-2001.dcm.png,real_reports\3129_IM-1471-2001.dcm.txt,0
archive/images/images_normalized\3129_IM-1471-3001.dcm.png,real_reports\3129_IM-1471-3001.dcm.txt,0
archive/images/images_normalized\312_IM-1466-1001.dcm.png,real_reports\312_IM-1466-1001.dcm.txt,0
archive/images/images_normalized\312_IM-1466-2001.dcm.png,real_reports\312_IM-1466-2001.dcm.txt,0
archive/images/images_normalized\3130_IM-1472-1001.dcm.png,real_reports\3130_IM-1472-1001.dcm.txt,0
archive/images/images_normalized\3130_IM-1472-2001.dcm.png,real_reports\3130_IM-1472-2001.dcm.txt,0
archive/images/images_normalized\3131_IM-1473-1001.dcm.png,real_reports\3131_IM-1473-1001.dcm.txt,0
archive/images/images_normalized\3131_IM-1473-2001.dcm.png,real_reports\3131_IM-1473-2001.dcm.txt,0
archive/images/images_normalized\3132_IM-1473-1001.dcm.png,real_reports\3132_IM-1473-1001.dcm.txt,0
archive/images/images_normalized\3132_IM-1473-2001.dcm.png,real_reports\3132_IM-1473-2001.dcm.txt,0
archive/images/images_normalized\3133_IM-1474-1001.dcm.png,real_reports\3133_IM-1474-1001.dcm.txt,0
archive/images/images_normalized\3133_IM-1474-1002.dcm.png,real_reports\3133_IM-1474-1002.dcm.txt,0
archive/images/images_normalized\3134_IM-1474-1001.dcm.png,real_reports\3134_IM-1474-1001.dcm.txt,0
archive/images/images_normalized\3134_IM-1474-2001.dcm.png,real_reports\3134_IM-1474-2001.dcm.txt,0
archive/images/images_normalized\3135_IM-1474-1001.dcm.png,real_reports\3135_IM-1474-1001.dcm.txt,0
archive/images/images_normalized\3135_IM-1474-2001.dcm.png,real_reports\3135_IM-1474-2001.dcm.txt,0
archive/images/images_normalized\3136_IM-1475-1001.dcm.png,real_reports\3136_IM-1475-1001.dcm.txt,0
archive/images/images_normalized\3136_IM-1475-2001.dcm.png,real_reports\3136_IM-1475-2001.dcm.txt,0
archive/images/images_normalized\3137_IM-1476-1001.dcm.png,real_reports\3137_IM-1476-1001.dcm.txt,0
archive/images/images_normalized\3137_IM-1476-1002.dcm.png,real_reports\3137_IM-1476-1002.dcm.txt,0
archive/images/images_normalized\3138_IM-1476-1001.dcm.png,real_reports\3138_IM-1476-1001.dcm.txt,0
archive/images/images_normalized\3138_IM-1476-1002.dcm.png,real_reports\3138_IM-1476-1002.dcm.txt,0
archive/images/images_normalized\3139_IM-1476-1001.dcm.png,real_reports\3139_IM-1476-1001.dcm.txt,0
archive/images/images_normalized\3139_IM-1476-2001.dcm.png,real_reports\3139_IM-1476-2001.dcm.txt,0
archive/images/images_normalized\313_IM-1472-1001.dcm.png,real_reports\313_IM-1472-1001.dcm.txt,0
archive/images/images_normalized\3140_IM-1477-1001.dcm.png,real_reports\3140_IM-1477-1001.dcm.txt,0
archive/images/images_normalized\3140_IM-1477-2001.dcm.png,real_reports\3140_IM-1477-2001.dcm.txt,0
archive/images/images_normalized\3141_IM-1477-1001.dcm.png,real_reports\3141_IM-1477-1001.dcm.txt,0
archive/images/images_normalized\3141_IM-1477-2001.dcm.png,real_reports\3141_IM-1477-2001.dcm.txt,0
archive/images/images_normalized\3142_IM-1477-1001.dcm.png,real_reports\3142_IM-1477-1001.dcm.txt,0
archive/images/images_normalized\3142_IM-1477-2001.dcm.png,real_reports\3142_IM-1477-2001.dcm.txt,0
archive/images/images_normalized\3142_IM-1477-3001.dcm.png,real_reports\3142_IM-1477-3001.dcm.txt,0
archive/images/images_normalized\3143_IM-1477-1001.dcm.png,real_reports\3143_IM-1477-1001.dcm.txt,0
archive/images/images_normalized\3143_IM-1477-2001.dcm.png,real_reports\3143_IM-1477-2001.dcm.txt,0
archive/images/images_normalized\3144_IM-1478-1001.dcm.png,real_reports\3144_IM-1478-1001.dcm.txt,0
archive/images/images_normalized\3144_IM-1478-2001.dcm.png,real_reports\3144_IM-1478-2001.dcm.txt,0
archive/images/images_normalized\3145_IM-1479-1001.dcm.png,real_reports\3145_IM-1479-1001.dcm.txt,0
archive/images/images_normalized\3145_IM-1479-2001.dcm.png,real_reports\3145_IM-1479-2001.dcm.txt,0
archive/images/images_normalized\3146_IM-1479-1001.dcm.png,real_reports\3146_IM-1479-1001.dcm.txt,0
archive/images/images_normalized\3146_IM-1479-2001.dcm.png,real_reports\3146_IM-1479-2001.dcm.txt,0
archive/images/images_normalized\3147_IM-1480-1001.dcm.png,real_reports\3147_IM-1480-1001.dcm.txt,0
archive/images/images_normalized\3148_IM-1480-1001.dcm.png,real_reports\3148_IM-1480-1001.dcm.txt,0
archive/images/images_normalized\3148_IM-1480-2001.dcm.png,real_reports\3148_IM-1480-2001.dcm.txt,0
archive/images/images_normalized\3149_IM-1480-1001.dcm.png,real_reports\3149_IM-1480-1001.dcm.txt,0
archive/images/images_normalized\3149_IM-1480-2001.dcm.png,real_reports\3149_IM-1480-2001.dcm.txt,0
archive/images/images_normalized\314_IM-1477-1001.dcm.png,real_reports\314_IM-1477-1001.dcm.txt,0
archive/images/images_normalized\314_IM-1477-2001.dcm.png,real_reports\314_IM-1477-2001.dcm.txt,0
archive/images/images_normalized\3150_IM-1482-3001.dcm.png,real_reports\3150_IM-1482-3001.dcm.txt,0
archive/images/images_normalized\3150_IM-1482-4001.dcm.png,real_reports\3150_IM-1482-4001.dcm.txt,0
archive/images/images_normalized\3151_IM-1483-2001.dcm.png,real_reports\3151_IM-1483-2001.dcm.txt,0
archive/images/images_normalized\3152_IM-1484-1001.dcm.png,real_reports\3152_IM-1484-1001.dcm.txt,0
archive/images/images_normalized\3152_IM-1484-2001.dcm.png,real_reports\3152_IM-1484-2001.dcm.txt,0
archive/images/images_normalized\3153_IM-1485-1001.dcm.png,real_reports\3153_IM-1485-1001.dcm.txt,0
archive/images/images_normalized\3153_IM-1485-1002.dcm.png,real_reports\3153_IM-1485-1002.dcm.txt,0
archive/images/images_normalized\3154_IM-1486-2001.dcm.png,real_reports\3154_IM-1486-2001.dcm.txt,0
archive/images/images_normalized\3154_IM-1486-4004.dcm.png,real_reports\3154_IM-1486-4004.dcm.txt,0
archive/images/images_normalized\3155_IM-1486-1001.dcm.png,real_reports\3155_IM-1486-1001.dcm.txt,0
archive/images/images_normalized\3155_IM-1486-2001.dcm.png,real_reports\3155_IM-1486-2001.dcm.txt,0
archive/images/images_normalized\3156_IM-1486-1001.dcm.png,real_reports\3156_IM-1486-1001.dcm.txt,0
archive/images/images_normalized\3156_IM-1486-2001.dcm.png,real_reports\3156_IM-1486-2001.dcm.txt,0
archive/images/images_normalized\3157_IM-1487-1001.dcm.png,real_reports\3157_IM-1487-1001.dcm.txt,0
archive/images/images_normalized\3157_IM-1487-2001.dcm.png,real_reports\3157_IM-1487-2001.dcm.txt,0
archive/images/images_normalized\3158_IM-1487-1001.dcm.png,real_reports\3158_IM-1487-1001.dcm.txt,0
archive/images/images_normalized\3158_IM-1487-2001.dcm.png,real_reports\3158_IM-1487-2001.dcm.txt,0
archive/images/images_normalized\3159_IM-1487-1001-0001.dcm.png,real_reports\3159_IM-1487-1001-0001.dcm.txt,0
archive/images/images_normalized\3159_IM-1487-1001-0002.dcm.png,real_reports\3159_IM-1487-1001-0002.dcm.txt,0
archive/images/images_normalized\315_IM-1481-1001.dcm.png,real_reports\315_IM-1481-1001.dcm.txt,0
archive/images/images_normalized\315_IM-1481-2001.dcm.png,real_reports\315_IM-1481-2001.dcm.txt,0
archive/images/images_normalized\3160_IM-1487-2001.dcm.png,real_reports\3160_IM-1487-2001.dcm.txt,0
archive/images/images_normalized\3162_IM-1487-1001.dcm.png,real_reports\3162_IM-1487-1001.dcm.txt,0
archive/images/images_normalized\3162_IM-1487-2001.dcm.png,real_reports\3162_IM-1487-2001.dcm.txt,0
archive/images/images_normalized\3163_IM-1488-1001.dcm.png,real_reports\3163_IM-1488-1001.dcm.txt,0
archive/images/images_normalized\3163_IM-1488-2001.dcm.png,real_reports\3163_IM-1488-2001.dcm.txt,0
archive/images/images_normalized\3164_IM-1489-0001-0001.dcm.png,real_reports\3164_IM-1489-0001-0001.dcm.txt,0
archive/images/images_normalized\3164_IM-1489-0001-0002.dcm.png,real_reports\3164_IM-1489-0001-0002.dcm.txt,0
archive/images/images_normalized\3165_IM-1490-1001.dcm.png,real_reports\3165_IM-1490-1001.dcm.txt,0
archive/images/images_normalized\3165_IM-1490-13013.dcm.png,real_reports\3165_IM-1490-13013.dcm.txt,0
archive/images/images_normalized\3166_IM-1491-1001.dcm.png,real_reports\3166_IM-1491-1001.dcm.txt,0
archive/images/images_normalized\3166_IM-1491-2001.dcm.png,real_reports\3166_IM-1491-2001.dcm.txt,0
archive/images/images_normalized\3167_IM-1491-1001.dcm.png,real_reports\3167_IM-1491-1001.dcm.txt,0
archive/images/images_normalized\3167_IM-1491-2001.dcm.png,real_reports\3167_IM-1491-2001.dcm.txt,0
archive/images/images_normalized\3168_IM-1492-1001.dcm.png,real_reports\3168_IM-1492-1001.dcm.txt,0
archive/images/images_normalized\3168_IM-1492-2001.dcm.png,real_reports\3168_IM-1492-2001.dcm.txt,0
archive/images/images_normalized\3169_IM-1492-1001.dcm.png,real_reports\3169_IM-1492-1001.dcm.txt,0
archive/images/images_normalized\3169_IM-1492-2001.dcm.png,real_reports\3169_IM-1492-2001.dcm.txt,0
archive/images/images_normalized\316_IM-1487-1001.dcm.png,real_reports\316_IM-1487-1001.dcm.txt,0
archive/images/images_normalized\316_IM-1487-1002.dcm.png,real_reports\316_IM-1487-1002.dcm.txt,0
archive/images/images_normalized\3170_IM-1494-1001.dcm.png,real_reports\3170_IM-1494-1001.dcm.txt,0
archive/images/images_normalized\3170_IM-1494-1002.dcm.png,real_reports\3170_IM-1494-1002.dcm.txt,0
archive/images/images_normalized\3171_IM-1494-1001.dcm.png,real_reports\3171_IM-1494-1001.dcm.txt,0
archive/images/images_normalized\3171_IM-1494-1002.dcm.png,real_reports\3171_IM-1494-1002.dcm.txt,0
archive/images/images_normalized\3172_IM-1494-1001.dcm.png,real_reports\3172_IM-1494-1001.dcm.txt,0
archive/images/images_normalized\3172_IM-1494-1002.dcm.png,real_reports\3172_IM-1494-1002.dcm.txt,0
archive/images/images_normalized\3173_IM-1495-2002.dcm.png,real_reports\3173_IM-1495-2002.dcm.txt,0
archive/images/images_normalized\3173_IM-1495-3003.dcm.png,real_reports\3173_IM-1495-3003.dcm.txt,0
archive/images/images_normalized\3174_IM-1496-1001.dcm.png,real_reports\3174_IM-1496-1001.dcm.txt,0
archive/images/images_normalized\3174_IM-1496-4004.dcm.png,real_reports\3174_IM-1496-4004.dcm.txt,0
archive/images/images_normalized\3175_IM-1497-1001.dcm.png,real_reports\3175_IM-1497-1001.dcm.txt,0
archive/images/images_normalized\3175_IM-1497-1002.dcm.png,real_reports\3175_IM-1497-1002.dcm.txt,0
archive/images/images_normalized\3176_IM-1497-1001.dcm.png,real_reports\3176_IM-1497-1001.dcm.txt,0
archive/images/images_normalized\3176_IM-1497-2001.dcm.png,real_reports\3176_IM-1497-2001.dcm.txt,0
archive/images/images_normalized\3177_IM-1497-1001.dcm.png,real_reports\3177_IM-1497-1001.dcm.txt,0
archive/images/images_normalized\3177_IM-1497-2001.dcm.png,real_reports\3177_IM-1497-2001.dcm.txt,0
archive/images/images_normalized\3178_IM-1498-1001.dcm.png,real_reports\3178_IM-1498-1001.dcm.txt,0
archive/images/images_normalized\3178_IM-1498-2001.dcm.png,real_reports\3178_IM-1498-2001.dcm.txt,0
archive/images/images_normalized\3179_IM-1499-1001.dcm.png,real_reports\3179_IM-1499-1001.dcm.txt,0
archive/images/images_normalized\3179_IM-1499-2001.dcm.png,real_reports\3179_IM-1499-2001.dcm.txt,0
archive/images/images_normalized\317_IM-1493-1001.dcm.png,real_reports\317_IM-1493-1001.dcm.txt,0
archive/images/images_normalized\317_IM-1493-2001.dcm.png,real_reports\317_IM-1493-2001.dcm.txt,0
archive/images/images_normalized\3180_IM-1500-2001.dcm.png,real_reports\3180_IM-1500-2001.dcm.txt,0
archive/images/images_normalized\3180_IM-1500-3001.dcm.png,real_reports\3180_IM-1500-3001.dcm.txt,0
archive/images/images_normalized\3181_IM-1500-1001.dcm.png,real_reports\3181_IM-1500-1001.dcm.txt,0
archive/images/images_normalized\3182_IM-1501-0001-0001.dcm.png,real_reports\3182_IM-1501-0001-0001.dcm.txt,0
archive/images/images_normalized\3182_IM-1501-0001-0002.dcm.png,real_reports\3182_IM-1501-0001-0002.dcm.txt,0
archive/images/images_normalized\3183_IM-1502-1001.dcm.png,real_reports\3183_IM-1502-1001.dcm.txt,0
archive/images/images_normalized\3183_IM-1502-2001.dcm.png,real_reports\3183_IM-1502-2001.dcm.txt,0
archive/images/images_normalized\3184_IM-1503-1001.dcm.png,real_reports\3184_IM-1503-1001.dcm.txt,0
archive/images/images_normalized\3184_IM-1503-2001.dcm.png,real_reports\3184_IM-1503-2001.dcm.txt,0
archive/images/images_normalized\3185_IM-1503-1001.dcm.png,real_reports\3185_IM-1503-1001.dcm.txt,0
archive/images/images_normalized\3185_IM-1503-2001.dcm.png,real_reports\3185_IM-1503-2001.dcm.txt,0
archive/images/images_normalized\3186_IM-1503-1001.dcm.png,real_reports\3186_IM-1503-1001.dcm.txt,0
archive/images/images_normalized\3186_IM-1503-2001.dcm.png,real_reports\3186_IM-1503-2001.dcm.txt,0
archive/images/images_normalized\3187_IM-1503-1001.dcm.png,real_reports\3187_IM-1503-1001.dcm.txt,0
archive/images/images_normalized\3187_IM-1503-2001.dcm.png,real_reports\3187_IM-1503-2001.dcm.txt,0
archive/images/images_normalized\3188_IM-1504-1001.dcm.png,real_reports\3188_IM-1504-1001.dcm.txt,0
archive/images/images_normalized\3188_IM-1504-2001.dcm.png,real_reports\3188_IM-1504-2001.dcm.txt,0
archive/images/images_normalized\3189_IM-1505-1001.dcm.png,real_reports\3189_IM-1505-1001.dcm.txt,0
archive/images/images_normalized\318_IM-1500-1001.dcm.png,real_reports\318_IM-1500-1001.dcm.txt,0
archive/images/images_normalized\318_IM-1500-2001.dcm.png,real_reports\318_IM-1500-2001.dcm.txt,0
archive/images/images_normalized\3190_IM-1505-1001.dcm.png,real_reports\3190_IM-1505-1001.dcm.txt,0
archive/images/images_normalized\3190_IM-1505-2001.dcm.png,real_reports\3190_IM-1505-2001.dcm.txt,0
archive/images/images_normalized\3191_IM-1505-1001.dcm.png,real_reports\3191_IM-1505-1001.dcm.txt,0
archive/images/images_normalized\3191_IM-1505-2001.dcm.png,real_reports\3191_IM-1505-2001.dcm.txt,0
archive/images/images_normalized\3192_IM-1505-1001.dcm.png,real_reports\3192_IM-1505-1001.dcm.txt,0
archive/images/images_normalized\3192_IM-1505-2001.dcm.png,real_reports\3192_IM-1505-2001.dcm.txt,0
archive/images/images_normalized\3193_IM-1505-1001.dcm.png,real_reports\3193_IM-1505-1001.dcm.txt,0
archive/images/images_normalized\3193_IM-1505-1002.dcm.png,real_reports\3193_IM-1505-1002.dcm.txt,0
archive/images/images_normalized\3194_IM-1505-1001.dcm.png,real_reports\3194_IM-1505-1001.dcm.txt,0
archive/images/images_normalized\3194_IM-1505-2001.dcm.png,real_reports\3194_IM-1505-2001.dcm.txt,0
archive/images/images_normalized\3195_IM-1506-0001-0001.dcm.png,real_reports\3195_IM-1506-0001-0001.dcm.txt,0
archive/images/images_normalized\3195_IM-1506-0001-0002.dcm.png,real_reports\3195_IM-1506-0001-0002.dcm.txt,0
archive/images/images_normalized\3196_IM-1507-1001.dcm.png,real_reports\3196_IM-1507-1001.dcm.txt,0
archive/images/images_normalized\3196_IM-1507-2001.dcm.png,real_reports\3196_IM-1507-2001.dcm.txt,0
archive/images/images_normalized\3197_IM-1508-1001.dcm.png,real_reports\3197_IM-1508-1001.dcm.txt,0
archive/images/images_normalized\3197_IM-1508-2001.dcm.png,real_reports\3197_IM-1508-2001.dcm.txt,0
archive/images/images_normalized\3198_IM-1509-3001.dcm.png,real_reports\3198_IM-1509-3001.dcm.txt,0
archive/images/images_normalized\3198_IM-1509-4004.dcm.png,real_reports\3198_IM-1509-4004.dcm.txt,0
archive/images/images_normalized\3199_IM-1510-1001.dcm.png,real_reports\3199_IM-1510-1001.dcm.txt,0
archive/images/images_normalized\319_IM-1505-1001.dcm.png,real_reports\319_IM-1505-1001.dcm.txt,0
archive/images/images_normalized\319_IM-1505-1002.dcm.png,real_reports\319_IM-1505-1002.dcm.txt,0
archive/images/images_normalized\31_IM-1450-1001.dcm.png,real_reports\31_IM-1450-1001.dcm.txt,0
archive/images/images_normalized\31_IM-1450-3003.dcm.png,real_reports\31_IM-1450-3003.dcm.txt,0
archive/images/images_normalized\3200_IM-1512-1001.dcm.png,real_reports\3200_IM-1512-1001.dcm.txt,0
archive/images/images_normalized\3200_IM-1512-2001.dcm.png,real_reports\3200_IM-1512-2001.dcm.txt,0
archive/images/images_normalized\3201_IM-1513-1001.dcm.png,real_reports\3201_IM-1513-1001.dcm.txt,0
archive/images/images_normalized\3201_IM-1513-2001.dcm.png,real_reports\3201_IM-1513-2001.dcm.txt,0
archive/images/images_normalized\3202_IM-1513-1001.dcm.png,real_reports\3202_IM-1513-1001.dcm.txt,0
archive/images/images_normalized\3202_IM-1513-1002.dcm.png,real_reports\3202_IM-1513-1002.dcm.txt,0
archive/images/images_normalized\3203_IM-1513-1001.dcm.png,real_reports\3203_IM-1513-1001.dcm.txt,0
archive/images/images_normalized\3203_IM-1513-2001.dcm.png,real_reports\3203_IM-1513-2001.dcm.txt,0
archive/images/images_normalized\3204_IM-1513-1001.dcm.png,real_reports\3204_IM-1513-1001.dcm.txt,0
archive/images/images_normalized\3204_IM-1513-2001.dcm.png,real_reports\3204_IM-1513-2001.dcm.txt,0
archive/images/images_normalized\3205_IM-1513-1001.dcm.png,real_reports\3205_IM-1513-1001.dcm.txt,0
archive/images/images_normalized\3205_IM-1513-1002.dcm.png,real_reports\3205_IM-1513-1002.dcm.txt,0
archive/images/images_normalized\3206_IM-1513-1001.dcm.png,real_reports\3206_IM-1513-1001.dcm.txt,0
archive/images/images_normalized\3206_IM-1513-1002.dcm.png,real_reports\3206_IM-1513-1002.dcm.txt,0
archive/images/images_normalized\3207_IM-1514-1001.dcm.png,real_reports\3207_IM-1514-1001.dcm.txt,0
archive/images/images_normalized\3207_IM-1514-2001.dcm.png,real_reports\3207_IM-1514-2001.dcm.txt,0
archive/images/images_normalized\3208_IM-1515-1001.dcm.png,real_reports\3208_IM-1515-1001.dcm.txt,0
archive/images/images_normalized\3208_IM-1515-2001.dcm.png,real_reports\3208_IM-1515-2001.dcm.txt,0
archive/images/images_normalized\3209_IM-1515-1001.dcm.png,real_reports\3209_IM-1515-1001.dcm.txt,0
archive/images/images_normalized\3209_IM-1515-1002.dcm.png,real_reports\3209_IM-1515-1002.dcm.txt,0
archive/images/images_normalized\320_IM-1511-1001.dcm.png,real_reports\320_IM-1511-1001.dcm.txt,0
archive/images/images_normalized\320_IM-1511-1002.dcm.png,real_reports\320_IM-1511-1002.dcm.txt,0
archive/images/images_normalized\3210_IM-1517-1001.dcm.png,real_reports\3210_IM-1517-1001.dcm.txt,0
archive/images/images_normalized\3211_IM-1517-1001-0001.dcm.png,real_reports\3211_IM-1517-1001-0001.dcm.txt,0
archive/images/images_normalized\3211_IM-1517-1001-0002.dcm.png,real_reports\3211_IM-1517-1001-0002.dcm.txt,0
archive/images/images_normalized\3212_IM-1517-1001.dcm.png,real_reports\3212_IM-1517-1001.dcm.txt,0
archive/images/images_normalized\3212_IM-1517-2001.dcm.png,real_reports\3212_IM-1517-2001.dcm.txt,0
archive/images/images_normalized\3213_IM-1518-3001.dcm.png,real_reports\3213_IM-1518-3001.dcm.txt,0
archive/images/images_normalized\3214_IM-1519-1001.dcm.png,real_reports\3214_IM-1519-1001.dcm.txt,0
archive/images/images_normalized\3214_IM-1519-2001.dcm.png,real_reports\3214_IM-1519-2001.dcm.txt,0
archive/images/images_normalized\3215_IM-1520-1002.dcm.png,real_reports\3215_IM-1520-1002.dcm.txt,0
archive/images/images_normalized\3215_IM-1520-1003.dcm.png,real_reports\3215_IM-1520-1003.dcm.txt,0
archive/images/images_normalized\3216_IM-1520-1001.dcm.png,real_reports\3216_IM-1520-1001.dcm.txt,0
archive/images/images_normalized\3216_IM-1520-2001.dcm.png,real_reports\3216_IM-1520-2001.dcm.txt,0
archive/images/images_normalized\3217_IM-1520-1002.dcm.png,real_reports\3217_IM-1520-1002.dcm.txt,0
archive/images/images_normalized\3218_IM-1520-1001.dcm.png,real_reports\3218_IM-1520-1001.dcm.txt,0
archive/images/images_normalized\3218_IM-1520-3001.dcm.png,real_reports\3218_IM-1520-3001.dcm.txt,0
archive/images/images_normalized\3218_IM-1520-4001.dcm.png,real_reports\3218_IM-1520-4001.dcm.txt,0
archive/images/images_normalized\3219_IM-1520-1001.dcm.png,real_reports\3219_IM-1520-1001.dcm.txt,0
archive/images/images_normalized\3219_IM-1520-2001.dcm.png,real_reports\3219_IM-1520-2001.dcm.txt,0
archive/images/images_normalized\321_IM-1516-0001-0001.dcm.png,real_reports\321_IM-1516-0001-0001.dcm.txt,0
archive/images/images_normalized\321_IM-1516-0001-0002.dcm.png,real_reports\321_IM-1516-0001-0002.dcm.txt,0
archive/images/images_normalized\3220_IM-1522-1001.dcm.png,real_reports\3220_IM-1522-1001.dcm.txt,0
archive/images/images_normalized\3220_IM-1522-2001.dcm.png,real_reports\3220_IM-1522-2001.dcm.txt,0
archive/images/images_normalized\3221_IM-1522-1002.dcm.png,real_reports\3221_IM-1522-1002.dcm.txt,0
archive/images/images_normalized\3221_IM-1522-1003.dcm.png,real_reports\3221_IM-1522-1003.dcm.txt,0
archive/images/images_normalized\3222_IM-1522-1001.dcm.png,real_reports\3222_IM-1522-1001.dcm.txt,0
archive/images/images_normalized\3222_IM-1522-2001.dcm.png,real_reports\3222_IM-1522-2001.dcm.txt,0
archive/images/images_normalized\3223_IM-1523-1001.dcm.png,real_reports\3223_IM-1523-1001.dcm.txt,0
archive/images/images_normalized\3223_IM-1523-2001.dcm.png,real_reports\3223_IM-1523-2001.dcm.txt,0
archive/images/images_normalized\3224_IM-1524-1001.dcm.png,real_reports\3224_IM-1524-1001.dcm.txt,0
archive/images/images_normalized\3224_IM-1524-2001.dcm.png,real_reports\3224_IM-1524-2001.dcm.txt,0
archive/images/images_normalized\3225_IM-1525-1001.dcm.png,real_reports\3225_IM-1525-1001.dcm.txt,0
archive/images/images_normalized\3225_IM-1525-2001.dcm.png,real_reports\3225_IM-1525-2001.dcm.txt,0
archive/images/images_normalized\3226_IM-1525-1001.dcm.png,real_reports\3226_IM-1525-1001.dcm.txt,0
