image,label
D:\Desktop\gan_fake_dataset\gan_fake_3465.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\491_IM-2111-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\135_IM-0227-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\1696_IM-0457-4004.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_1562.png,1
D:\Desktop\gan_fake_dataset\gan_fake_2744.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1348_IM-0226-4004-0002.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\886_IM-2400-1002.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2931_IM-1334-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_4019.png,1
D:\Desktop\gan_fake_dataset\gan_fake_6958.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5776.png,1
D:\Desktop\gan_fake_dataset\gan_fake_163.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5656.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\306_IM-1426-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_623.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3001_IM-1387-3001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2747_IM-1198-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_1145.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\510_IM-2126-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_330.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2802_IM-1234-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2366_IM-0928-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\168_IM-0448-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_6148.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1045_IM-0036-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\13_IM-0198-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_733.png,1
D:\Desktop\gan_fake_dataset\gan_fake_477.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3966_IM-2028-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\96_IM-2450-2002.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_6959.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2044_IM-0687-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\920_IM-2423-1002.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_727.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2145_IM-0766-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\1624_IM-0406-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_2585.png,1
D:\Desktop\gan_fake_dataset\gan_fake_421.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2450_IM-0986-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\1441_IM-0285-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_6133.png,1
D:\Desktop\gan_fake_dataset\gan_fake_2627.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1236_IM-0158-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\1282_IM-0188-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3131_IM-1473-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\249_IM-1016-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2098_IM-0728-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3366_IM-1618-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\239_IM-0944-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_4769.png,1
D:\Desktop\gan_fake_dataset\gan_fake_3393.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\166_IM-0435-3003.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_3089.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1655_IM-0431-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_3212.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\241_IM-0955-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2306_IM-0882-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\965_IM-2455-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_6284.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\817_IM-2348-0001-0003.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2910_IM-1314-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3081_IM-1440-1002.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_38.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2338_IM-0905-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3196_IM-1507-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2995_IM-1381-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2034_IM-0679-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\764_IM-2311-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\1815_IM-0527-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\1352_IM-0229-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3269_IM-1552-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_3355.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1713_IM-0471-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\1903_IM-0586-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\1116_IM-0079-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_3997.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\247_IM-1000-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\959_IM-2449-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2594_IM-1085-3001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_1849.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2794_IM-1226-1002.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_413.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1095_IM-0066-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2578_IM-1078-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_3272.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1171_IM-0116-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\1198_IM-0132-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\343_IM-1658-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\282_IM-1243-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_1628.png,1
D:\Desktop\gan_fake_dataset\gan_fake_3321.png,1
D:\Desktop\gan_fake_dataset\gan_fake_1574.png,1
D:\Desktop\gan_fake_dataset\gan_fake_1863.png,1
D:\Desktop\gan_fake_dataset\gan_fake_1773.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1779_IM-0509-1002.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_3976.png,1
D:\Desktop\gan_fake_dataset\gan_fake_4876.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2383_IM-0941-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_2894.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\672_IM-2246-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\1600_IM-0390-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3909_IM-1986-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\402_IM-2051-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3375_IM-1624-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_1148.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2233_IM-0832-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_3133.png,1
D:\Desktop\gan_fake_dataset\gan_fake_3191.png,1
D:\Desktop\gan_fake_dataset\gan_fake_6765.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5277.png,1
D:\Desktop\gan_fake_dataset\gan_fake_4979.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5703.png,1
D:\Desktop\gan_fake_dataset\gan_fake_3377.png,1
D:\Desktop\gan_fake_dataset\gan_fake_2270.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2466_IM-0997-1003.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_5752.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\771_IM-2316-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\1410_IM-0260-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\1416_IM-0265-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\742_IM-2298-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2040_IM-0684-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3825_IM-1931-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_6529.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1557_IM-0364-4004.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\1832_IM-0538-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_467.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2870_IM-1276-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_150.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\794_IM-2331-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\1912_IM-0594-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2412_IM-0958-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_6115.png,1
D:\Desktop\gan_fake_dataset\gan_fake_1334.png,1
D:\Desktop\gan_fake_dataset\gan_fake_3234.png,1
D:\Desktop\gan_fake_dataset\gan_fake_3657.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1046_IM-0036-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3294_IM-1573-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3129_IM-1471-3001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\1485_IM-0313-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\1559_IM-0365-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\1860_IM-0558-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_4915.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3208_IM-1515-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\1833_IM-0539-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\1261_IM-0177-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_6290.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5096.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1129_IM-0085-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_2367.png,1
D:\Desktop\gan_fake_dataset\gan_fake_6609.png,1
D:\Desktop\gan_fake_dataset\gan_fake_1701.png,1
D:\Desktop\gan_fake_dataset\gan_fake_3552.png,1
D:\Desktop\gan_fake_dataset\gan_fake_2905.png,1
D:\Desktop\gan_fake_dataset\gan_fake_354.png,1
D:\Desktop\gan_fake_dataset\gan_fake_4300.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3884_IM-1971-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_5107.png,1
D:\Desktop\gan_fake_dataset\gan_fake_2049.png,1
D:\Desktop\gan_fake_dataset\gan_fake_2915.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\307_IM-1432-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_2045.png,1
D:\Desktop\gan_fake_dataset\gan_fake_2167.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\551_IM-2154-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_2573.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1337_IM-0216-3001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_3800.png,1
D:\Desktop\gan_fake_dataset\gan_fake_6224.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3633_IM-1800-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_1371.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\229_IM-0873-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_2240.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3000_IM-1386-0001-0001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_5214.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2810_IM-1238-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2260_IM-0852-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2088_IM-0719-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2770_IM-1213-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\1875_IM-0566-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2321_IM-0894-3001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\689_IM-2257-1002.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\222_IM-0823-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_3879.png,1
D:\Desktop\gan_fake_dataset\gan_fake_4810.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5664.png,1
D:\Desktop\gan_fake_dataset\gan_fake_1480.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1688_IM-0450-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\1164_IM-0109-0001-0002.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\797_IM-2332-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2122_IM-0747-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2278_IM-0864-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_1140.png,1
D:\Desktop\gan_fake_dataset\gan_fake_3419.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5084.png,1
D:\Desktop\gan_fake_dataset\gan_fake_641.png,1
D:\Desktop\gan_fake_dataset\gan_fake_6832.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1656_IM-0431-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2054_IM-0692-0001-0003.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_5669.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3482_IM-1692-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3625_IM-1794-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3364_IM-1617-3001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_6494.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2860_IM-1268-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_5099.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3217_IM-1520-1002.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3004_IM-1388-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_4586.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2528_IM-1044-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\1983_IM-0640-2002.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_4267.png,1
D:\Desktop\gan_fake_dataset\gan_fake_4402.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2604_IM-1094-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_2422.png,1
D:\Desktop\gan_fake_dataset\gan_fake_627.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3847_IM-1946-1002.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_4206.png,1
D:\Desktop\gan_fake_dataset\gan_fake_4854.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5651.png,1
D:\Desktop\gan_fake_dataset\gan_fake_1426.png,1
D:\Desktop\gan_fake_dataset\gan_fake_3935.png,1
D:\Desktop\gan_fake_dataset\gan_fake_6475.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2374_IM-0935-84550001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_571.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\254_IM-1051-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\1576_IM-0375-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2073_IM-0707-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3543_IM-1735-3001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3932_IM-2004-1002.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3376_IM-1625-0001-0001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\460_IM-2090-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2011_IM-0661-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\268_IM-1153-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_3948.png,1
D:\Desktop\gan_fake_dataset\gan_fake_6341.png,1
D:\Desktop\gan_fake_dataset\gan_fake_3474.png,1
D:\Desktop\gan_fake_dataset\gan_fake_3461.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5985.png,1
D:\Desktop\gan_fake_dataset\gan_fake_3769.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1548_IM-0357-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_6853.png,1
D:\Desktop\gan_fake_dataset\gan_fake_2339.png,1
D:\Desktop\gan_fake_dataset\gan_fake_4473.png,1
D:\Desktop\gan_fake_dataset\gan_fake_3247.png,1
D:\Desktop\gan_fake_dataset\gan_fake_4376.png,1
D:\Desktop\gan_fake_dataset\gan_fake_6517.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2095_IM-0725-4001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\22_IM-0810-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_4867.png,1
D:\Desktop\gan_fake_dataset\gan_fake_18.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\146_IM-0298-1001-0002.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_1226.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3867_IM-1960-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3998_IM-2048-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_2341.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2219_IM-0823-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2157_IM-0775-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_1937.png,1
D:\Desktop\gan_fake_dataset\gan_fake_2517.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2676_IM-1151-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_5849.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5348.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1626_IM-0407-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3177_IM-1497-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\1248_IM-0168-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3514_IM-1715-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_606.png,1
D:\Desktop\gan_fake_dataset\gan_fake_3164.png,1
D:\Desktop\gan_fake_dataset\gan_fake_1317.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2815_IM-1240-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\1639_IM-0418-5001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3236_IM-1533-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3012_IM-1390-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2117_IM-0745-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2644_IM-1130-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_5151.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2254_IM-0846-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_431.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1568_IM-0371-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_1292.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1331_IM-0213-1002.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_1957.png,1
D:\Desktop\gan_fake_dataset\gan_fake_1733.png,1
D:\Desktop\gan_fake_dataset\gan_fake_6860.png,1
D:\Desktop\gan_fake_dataset\gan_fake_4386.png,1
D:\Desktop\gan_fake_dataset\gan_fake_4292.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1420_IM-0268-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\221_IM-0817-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2848_IM-1256-1002.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3075_IM-1436-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_3865.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5597.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3901_IM-1980-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_1656.png,1
D:\Desktop\gan_fake_dataset\gan_fake_3518.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3398_IM-1642-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2335_IM-0902-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\897_IM-2406-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3843_IM-1944-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_1508.png,1
D:\Desktop\gan_fake_dataset\gan_fake_4698.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1963_IM-0629-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3860_IM-1954-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2276_IM-0863-1001-0002.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_5917.png,1
D:\Desktop\gan_fake_dataset\gan_fake_6371.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3372_IM-1623-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_1176.png,1
D:\Desktop\gan_fake_dataset\gan_fake_1784.png,1
D:\Desktop\gan_fake_dataset\gan_fake_63.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5670.png,1
D:\Desktop\gan_fake_dataset\gan_fake_3490.png,1
D:\Desktop\gan_fake_dataset\gan_fake_2329.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2246_IM-0843-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3387_IM-1633-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_748.png,1
D:\Desktop\gan_fake_dataset\gan_fake_6881.png,1
D:\Desktop\gan_fake_dataset\gan_fake_4528.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3845_IM-1945-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3572_IM-1755-84853001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_355.png,1
D:\Desktop\gan_fake_dataset\gan_fake_4425.png,1
D:\Desktop\gan_fake_dataset\gan_fake_6396.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3551_IM-1740-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_1958.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\325_IM-1539-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\86_IM-2380-3001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_4153.png,1
D:\Desktop\gan_fake_dataset\gan_fake_2987.png,1
D:\Desktop\gan_fake_dataset\gan_fake_1257.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3401_IM-1645-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_470.png,1
D:\Desktop\gan_fake_dataset\gan_fake_3930.png,1
D:\Desktop\gan_fake_dataset\gan_fake_6879.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3571_IM-1754-3001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2797_IM-1229-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_1218.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2134_IM-0756-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_2459.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5267.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1241_IM-0163-2002.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_458.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2533_IM-1047-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\296_IM-1354-1002.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_5376.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3071_IM-1433-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_5430.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5021.png,1
D:\Desktop\gan_fake_dataset\gan_fake_4803.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3211_IM-1517-1001-0002.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_1976.png,1
D:\Desktop\gan_fake_dataset\gan_fake_1306.png,1
D:\Desktop\gan_fake_dataset\gan_fake_2939.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\45_IM-2081-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\682_IM-2253-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_2706.png,1
D:\Desktop\gan_fake_dataset\gan_fake_3457.png,1
D:\Desktop\gan_fake_dataset\gan_fake_793.png,1
D:\Desktop\gan_fake_dataset\gan_fake_1857.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2835_IM-1251-3001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3566_IM-1751-1001.dcm.png,0
