image,label
D:\Desktop\gan_fake_dataset\gan_fake_3891.png,1
D:\Fake_images\gamma\1265_IM-0179-1001.dcm.png,1
D:\Fake_images\combo\2040_IM-0684-1001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3765_IM-1884-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\577_IM-2175-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2671_IM-1148-1001-0001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3282_IM-1563-1001.dcm.png,1
D:\Fake_images\contrast\3513_IM-1715-1001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_2085.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1070_IM-0050-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\2984_IM-1372-1001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1077_IM-0054-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2645_IM-1131-1001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\450_IM-2082-2001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2863_IM-1271-3001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_317.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1575_IM-0374-2001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\450_IM-2082-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_5119.png,1
D:\Fake_images\resize\950_IM-2446-1004003.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\682_IM-2253-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\1803_IM-0521-1002.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\154_IM-0350-2001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1973_IM-0633-1001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2593_IM-1084-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_1343.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\371_IM-1852-1001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3991_IM-2044-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_2312.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2809_IM-1238-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2083_IM-0715-2001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1912_IM-0594-1001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_1554.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\158_IM-0377-2001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2393_IM-0944-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_6370.png,1
D:\Desktop\gan_fake_dataset\gan_fake_4715.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\511_IM-2127-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1501_IM-0327-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3421_IM-1656-1001.dcm.png,1
D:\Fake_images\gamma\2444_IM-0980-1001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5144.png,1
D:\Fake_images\jpeg\2243_IM-0840-3001.dcm.png,1
D:\Fake_images\elastic\800_IM-2334-4004-0001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\321_IM-1516-0001-0002.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\145_IM-0290-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1383_IM-0245-1002.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\229_IM-0873-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_1743.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\2581_IM-1079-1001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\977_IM-2465-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\461_IM-2090-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\1440_IM-0284-2001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1389_IM-0247-3001.dcm.png,1
D:\Fake_images\jpeg\2905_IM-1309-1001.dcm.png,1
D:\Fake_images\resize\1360_IM-0234-0001-0002.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3294_IM-1573-2001.dcm.png,1
D:\Fake_images\gamma\188_IM-0569-1001.dcm.png,1
D:\Fake_images\gamma\486_IM-2110-1001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2637_IM-1122-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\1103_IM-0070-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_3315.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\2795_IM-1227-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3858_IM-1953-2001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\433_IM-2073-2001.dcm.png,0
D:\Fake_images\blur\3947_IM-2016-1001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_4810.png,1
D:\Desktop\gan_fake_dataset\gan_fake_3303.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5524.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1713_IM-0471-4004.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_598.png,1
D:\Fake_images\noise\1992_IM-0649-4004.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_6804.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5029.png,1
D:\Desktop\gan_fake_dataset\gan_fake_1213.png,1
D:\Fake_images\sharp\3496_IM-1701-2001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_1855.png,1
D:\Desktop\gan_fake_dataset\gan_fake_2556.png,1
D:\Fake_images\gamma\1057_IM-0041-1001.dcm.png,1
D:\Fake_images\elastic\1984_IM-0641-4001-0001.dcm.png,1
D:\Fake_images\contrast\703_IM-2267-3001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1910_IM-0592-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1610_IM-0395-3001.dcm.png,1
D:\Fake_images\blur\267_IM-1147-1001.dcm.png,1
D:\Fake_images\combo\1409_IM-0260-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3566_IM-1751-4004.dcm.png,1
D:\Fake_images\blur\2652_IM-1136-3003.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3721_IM-1859-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_6850.png,1
D:\Desktop\gan_fake_dataset\gan_fake_1164.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2712_IM-1179-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_1249.png,1
D:\Fake_images\noise\1364_IM-0237-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1883_IM-0572-1001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_1256.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1687_IM-0450-1001.dcm.png,1
D:\Fake_images\noise\2366_IM-0928-1001.dcm.png,1
D:\Fake_images\contrast\3448_IM-1671-3001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\398_IM-2039-2001.dcm.png,0
D:\Fake_images\contrast\3352_IM-1608-2001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2067_IM-0701-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\25_IM-1024-2001.dcm.png,0
D:\Fake_images\blur\934_IM-2432-1001.dcm.png,1
D:\Fake_images\blur\2504_IM-1029-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\254_IM-1051-2001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_6056.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3793_IM-1907-1001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\443_IM-2078-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1842_IM-0545-1001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_2495.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\2520_IM-1039-27001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3853_IM-1950-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3853_IM-1950-1001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1467_IM-0302-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3628_IM-1796-2001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3312_IM-1586-1002.dcm.png,0
D:\Fake_images\blur\1021_IM-0017-1001-0002.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_1763.png,1
D:\Desktop\gan_fake_dataset\gan_fake_763.png,1
D:\Fake_images\sharp\330_IM-1577-0001-0001.dcm.png,1
D:\Fake_images\combo\227_IM-0859-12012.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3644_IM-1807-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1291_IM-0190-2001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3755_IM-1879-3001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2468_IM-0998-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2132_IM-0755-2001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1382_IM-0245-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\328_IM-1560-1001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3901_IM-1980-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\1950_IM-0618-1002.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1041_IM-0033-2001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_374.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3861_IM-1955-1001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5779.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1016_IM-0013-1001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2932_IM-1335-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2529_IM-1044-2001.dcm.png,0
D:\Fake_images\sharp\788_IM-2328-2001.dcm.png,1
D:\Fake_images\sharp\239_IM-0944-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\2355_IM-0919-2001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1807_IM-0524-1002.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\112_IM-0080-1002.dcm.png,1
D:\Fake_images\resize\3058_IM-1425-12012.dcm.png,1
D:\Fake_images\combo\715_IM-2277-2001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2850_IM-1259-3003.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_1197.png,1
D:\Fake_images\sharp\1736_IM-0484-2001.dcm.png,1
D:\Fake_images\elastic\2068_IM-0701-1001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_932.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1566_IM-0369-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_6237.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5329.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1207_IM-0140-0001-0001.dcm.png,1
D:\Fake_images\contrast\1710_IM-0469-1001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\150_IM-0325-0001-0002.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3220_IM-1522-2001.dcm.png,0
D:\Fake_images\sharp\1737_IM-0485-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\940_IM-2437-3001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5750.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1635_IM-0415-1001.dcm.png,1
D:\Fake_images\jpeg\385_IM-1948-3001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_1549.png,1
D:\Fake_images\elastic\169_IM-0452-2001.dcm.png,1
D:\Fake_images\sharp\2863_IM-1271-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1646_IM-0423-1001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_1767.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3102_IM-1454-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_6068.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2023_IM-0669-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2792_IM-1226-1001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\2145_IM-0766-2001.dcm.png,1
D:\Fake_images\sharp\2469_IM-0999-3001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_2482.png,1
D:\Fake_images\resize\2404_IM-0952-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1365_IM-0237-1001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1665_IM-0439-2001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1358_IM-0232-3001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\2436_IM-0976-1001.dcm.png,1
D:\Fake_images\resize\3675_IM-1829-0001-0001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3507_IM-1709-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2922_IM-1325-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3353_IM-1609-2001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1022_IM-0017-1001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\548_IM-2152-1001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\188_IM-0569-1001.dcm.png,1
D:\Fake_images\blur\1520_IM-0336-1003002.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_1499.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5628.png,1
D:\Fake_images\sharp\1537_IM-0348-1001.dcm.png,1
D:\Fake_images\gamma\3257_IM-1544-1001.dcm.png,1
D:\Fake_images\combo\998_IM-2479-2001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_4598.png,1
D:\Desktop\gan_fake_dataset\gan_fake_6631.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1050_IM-0038-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\312_IM-1466-2001.dcm.png,0
D:\Fake_images\contrast\3422_IM-1656-1001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_663.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\106_IM-0042-2001.dcm.png,1
D:\Fake_images\contrast\955_IM-2449-2001.dcm.png,1
D:\Fake_images\jpeg\397_IM-2030-1001.dcm.png,1
D:\Fake_images\contrast\1571_IM-0373-2001.dcm.png,1
D:\Fake_images\blur\3236_IM-1533-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3837_IM-1939-1001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5310.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3656_IM-1817-2001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\347_IM-1686-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3465_IM-1683-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_5539.png,1
D:\Fake_images\noise\521_IM-2132-4004.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\172_IM-0474-1002.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3481_IM-1692-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1770_IM-0504-1002.dcm.png,1
D:\Fake_images\resize\25_IM-1024-2001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1940_IM-0610-2002.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_30.png,1
D:\Fake_images\noise\3173_IM-1495-2002.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_1106.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2229_IM-0831-1002.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3108_IM-1457-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1927_IM-0600-2001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\261_IM-1100-12012.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_3596.png,1
D:\Desktop\gan_fake_dataset\gan_fake_1409.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3563_IM-1748-2002.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3319_IM-1588-1001.dcm.png,0
D:\Fake_images\jpeg\707_IM-2270-1002.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_150.png,1
D:\Fake_images\resize\3936_IM-2007-1001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\50_IM-2118-2001.dcm.png,0
D:\Fake_images\noise\3358_IM-1611-1001.dcm.png,1
D:\Fake_images\gamma\979_IM-2466-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1102_IM-0069-2001.dcm.png,1
D:\Fake_images\resize\906_IM-2411-2001.dcm.png,1
D:\Fake_images\contrast\1795_IM-0516-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\2628_IM-1115-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\793_IM-2330-2001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1167_IM-0112-1001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1213_IM-0144-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\172_IM-0474-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1395_IM-0251-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\411_IM-2056-4001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_6544.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3067_IM-1430-1002.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2108_IM-0738-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_1592.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3383_IM-1630-2001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\2480_IM-1009-2001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1403_IM-0258-2001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1237_IM-0159-1002.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_339.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2398_IM-0947-2001.dcm.png,0
D:\Fake_images\jpeg\3772_IM-1891-2001.dcm.png,1
D:\Fake_images\elastic\275_IM-1200-2001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_2955.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\2978_IM-1367-4001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_3308.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2848_IM-1256-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\287_IM-1276-1001.dcm.png,0
D:\Fake_images\jpeg\3169_IM-1492-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1545_IM-0355-3003.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3157_IM-1487-2001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_1158.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\389_IM-1973-1001.dcm.png,0
D:\Fake_images\contrast\2263_IM-0853-4001.dcm.png,1
D:\Fake_images\blur\2373_IM-0934-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1685_IM-0449-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\2642_IM-1128-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3090_IM-1445-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1835_IM-0539-2001.dcm.png,1
D:\Fake_images\contrast\3882_IM-1970-2001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5306.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5423.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\49_IM-2110-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_6925.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1531_IM-0344-1001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3108_IM-1457-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_1907.png,1
D:\Desktop\gan_fake_dataset\gan_fake_2519.png,1
D:\Fake_images\combo\1975_IM-0634-3001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\412_IM-2056-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_6371.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\453_IM-2084-2001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_3606.png,1
D:\Fake_images\sharp\2731_IM-1189-1002.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3368_IM-1620-0001-0002.dcm.png,0
D:\Fake_images\sharp\2403_IM-0951-2001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1801_IM-0520-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_3181.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1327_IM-0211-1001.dcm.png,0
D:\Fake_images\sharp\3264_IM-1550-1002.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1911_IM-0593-1002.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3259_IM-1545-2001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1156_IM-0106-2001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1974_IM-0633-2001.dcm.png,0
D:\Fake_images\elastic\90_IM-2407-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3706_IM-1851-1001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1144_IM-0097-1001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3273_IM-1554-2001.dcm.png,1
D:\Fake_images\elastic\3123_IM-1468-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3220_IM-1522-1001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_2562.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\309_IM-1444-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2555_IM-1060-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_4045.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3470_IM-1686-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3380_IM-1628-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2117_IM-0745-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_3616.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\833_IM-2359-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_233.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2224_IM-0828-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_6936.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3923_IM-1997-2002.dcm.png,1
D:\Fake_images\resize\1217_IM-0145-0001-0001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1997_IM-0651-2001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_2035.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1404_IM-0258-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1434_IM-0279-1001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2465_IM-0997-1001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3774_IM-1892-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\127_IM-0181-1002.dcm.png,1
D:\Fake_images\noise\3082_IM-1441-1001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_6561.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1876_IM-0567-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_2505.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3088_IM-1444-1001.dcm.png,0
D:\Fake_images\blur\3923_IM-1997-3003.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_239.png,1
D:\Desktop\gan_fake_dataset\gan_fake_4425.png,1
D:\Desktop\gan_fake_dataset\gan_fake_6327.png,1
D:\Fake_images\combo\3261_IM-1547-1001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5227.png,1
D:\Desktop\gan_fake_dataset\gan_fake_4236.png,1
D:\Fake_images\combo\2773_IM-1214-1001.dcm.png,1
D:\Fake_images\elastic\274_IM-1194-1001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3135_IM-1474-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\167_IM-0441-1002.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\1452_IM-0291-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_1253.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\513_IM-2128-1001.dcm.png,1
D:\Fake_images\elastic\2705_IM-1171-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\68_IM-2251-1001.dcm.png,1
D:\Fake_images\noise\3998_IM-2048-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\2894_IM-1296-4001-0002.dcm.png,1
